Order_ID,Order_Date,Product_ID,Sales_Rep_ID,Region_ID,Quantity_Sold,Unit_Price,Total_Sales,Profit,Return_Flag,Time,Year,Month,Day_of_Week,Hour
1093,2024-04-12,205,304,105,9,398,3582,895,FALSE,04:27,2024,4,Friday,4
1094,2023-08-30,204,301,104,10,93,927,278,TRUE,03:31,2023,8,Wednesday,3
1095,2023-06-28,203,305,102,5,396,1978,297,FALSE,15:47,2023,6,Wednesday,15
1096,2023-03-21,204,304,104,7,378,2646,450,FALSE,12:21,2023,3,Tuesday,12
1097,2022-12-29,205,305,102,1,135,135,26,FALSE,20:13,2022,12,Thursday,20
1098,2022-12-27,203,305,103,4,64,255,54,FALSE,21:45,2022,12,Tuesday,21
1099,2024-03-14,204,302,101,3,228,684,171,TRUE,01:48,2024,3,Thursday,1
1100,2023-02-28,204,304,102,2,247,494,148,FALSE,06:42,2023,2,Tuesday,6
1101,2023-05-04,201,304,101,5,65,327,49,FALSE,02:10,2023,5,Thursday,2
1102,2023-07-14,203,305,104,9,346,3116,530,TRUE,03:00,2023,7,Friday,3
1103,2022-11-29,204,303,102,7,74,517,98,FALSE,05:54,2022,11,Tuesday,5
1104,2023-01-21,202,302,105,1,317,317,67,FALSE,21:12,2023,1,Saturday,21
1105,2023-10-03,202,304,105,8,140,1121,280,TRUE,09:23,2023,10,Tuesday,9
1106,2024-02-17,204,304,102,3,281,844,253,TRUE,03:31,2024,2,Saturday,3
1107,2023-04-16,205,305,102,9,384,3455,518,FALSE,10:45,2023,4,Sunday,10
1108,2023-01-04,201,301,103,3,149,446,76,FALSE,02:57,2023,1,Wednesday,2
1109,2024-10-22,203,305,105,1,140,140,27,FALSE,09:53,2024,10,Tuesday,9
1110,2024-04-28,201,301,103,2,162,324,68,FALSE,11:44,2024,4,Sunday,11
1111,2024-02-02,201,305,104,1,124,124,31,FALSE,15:43,2024,2,Friday,15
1112,2023-02-21,205,302,102,2,206,412,124,FALSE,18:25,2023,2,Tuesday,18
1113,2023-09-06,203,305,102,8,171,1366,205,TRUE,11:48,2023,9,Wednesday,11
1114,2023-05-24,201,302,105,5,153,767,130,FALSE,13:55,2023,5,Wednesday,13
1115,2024-02-02,203,305,105,9,247,2225,423,FALSE,16:33,2024,2,Friday,16
1116,2023-05-30,202,303,105,3,207,620,130,FALSE,17:58,2023,5,Tuesday,17
1117,2024-07-26,205,302,101,6,257,1543,386,FALSE,09:10,2024,7,Friday,9
1118,2023-05-25,205,301,104,8,411,3287,986,FALSE,14:05,2023,5,Thursday,14
1119,2023-02-05,205,304,104,2,424,849,127,FALSE,11:06,2023,2,Sunday,11
1120,2024-02-16,203,301,105,3,302,907,154,FALSE,23:54,2024,2,Friday,23
1121,2024-05-04,201,303,105,1,331,331,63,TRUE,00:21,2024,5,Saturday,0
1122,2023-02-06,203,305,102,7,269,1886,396,FALSE,00:15,2023,2,Monday,0
1123,2023-12-09,204,303,105,4,102,406,102,FALSE,19:56,2023,12,Saturday,19
1124,2023-09-07,202,304,102,7,264,1851,555,FALSE,14:25,2023,9,Thursday,14
1125,2022-12-27,202,302,104,3,249,746,112,FALSE,13:50,2022,12,Tuesday,13
1126,2023-03-19,202,303,102,10,402,4022,684,TRUE,22:47,2023,3,Sunday,22
1127,2023-04-17,205,304,104,6,392,2350,446,FALSE,01:26,2023,4,Monday,1
1128,2023-05-19,202,304,105,8,118,943,198,FALSE,05:16,2023,5,Friday,5
1129,2023-01-16,202,303,105,4,227,908,227,FALSE,13:57,2023,1,Monday,13
1130,2023-04-21,201,305,103,2,66,132,40,FALSE,21:10,2023,4,Friday,21
1131,2023-10-17,201,303,102,10,282,2816,422,TRUE,19:11,2023,10,Tuesday,19
1132,2022-11-13,204,302,105,5,40,199,34,FALSE,14:25,2022,11,Sunday,14
1133,2023-01-30,203,304,105,3,57,171,33,FALSE,09:56,2023,1,Monday,9
1134,2024-02-16,202,302,105,7,111,776,163,FALSE,01:00,2024,2,Friday,1
1135,2024-03-31,202,305,105,2,44,89,22,FALSE,21:44,2024,3,Sunday,21
1136,2023-03-23,203,303,101,6,68,410,123,TRUE,15:10,2023,3,Thursday,15
1137,2024-06-23,205,304,104,6,324,1946,292,FALSE,05:50,2024,6,Sunday,5
1138,2023-12-15,205,304,104,5,204,1020,173,FALSE,18:48,2023,12,Friday,18
1139,2023-09-21,201,301,104,2,381,761,145,TRUE,02:42,2023,9,Thursday,2
1140,2023-12-20,205,302,103,7,376,2633,553,FALSE,04:52,2023,12,Wednesday,4
1141,2023-04-10,202,301,101,10,246,2462,616,FALSE,21:14,2023,4,Monday,21
1142,2023-06-02,205,305,105,4,285,1139,342,FALSE,13:11,2023,6,Friday,13
1143,2023-05-23,203,305,103,1,58,58,9,FALSE,13:44,2023,5,Tuesday,13
1144,2023-07-20,202,303,104,4,71,283,48,FALSE,00:51,2023,7,Thursday,0
1145,2023-07-22,202,304,105,1,163,163,31,FALSE,04:10,2023,7,Saturday,4
1146,2024-02-21,205,305,105,2,116,233,49,TRUE,00:06,2024,2,Wednesday,0
1147,2023-01-01,203,305,105,5,306,1529,382,FALSE,13:05,2023,1,Sunday,13
1148,2024-04-29,201,303,105,8,334,2674,802,FALSE,10:25,2024,4,Monday,10
1149,2024-04-27,204,303,102,3,109,328,49,FALSE,14:50,2024,4,Saturday,14
1150,2024-09-26,205,301,103,5,220,1100,187,FALSE,09:34,2024,9,Thursday,9
1151,2024-07-08,201,304,101,3,275,826,157,FALSE,08:15,2024,7,Monday,8
1152,2023-06-05,201,301,102,1,269,269,56,FALSE,13:13,2023,6,Monday,13
1153,2023-09-14,202,304,102,4,275,1099,275,FALSE,23:35,2023,9,Thursday,23
1154,2023-12-07,203,304,103,5,87,436,131,FALSE,16:06,2023,12,Thursday,16
1155,2024-09-24,204,305,103,6,297,1779,267,FALSE,16:00,2024,9,Tuesday,16
1156,2023-07-29,205,301,102,3,44,132,22,TRUE,12:17,2023,7,Saturday,12
1157,2023-11-07,202,305,104,2,247,494,94,TRUE,19:07,2023,11,Tuesday,19
1158,2024-05-14,203,305,102,1,205,205,43,FALSE,00:38,2024,5,Tuesday,0
1159,2024-06-04,205,305,104,6,109,653,163,FALSE,03:20,2024,6,Tuesday,3
1160,2024-01-24,201,301,105,8,342,2737,821,FALSE,15:20,2024,1,Wednesday,15
1161,2022-11-05,204,302,102,6,31,187,28,TRUE,03:12,2022,11,Saturday,3
1162,2023-09-02,202,303,102,8,217,1735,295,FALSE,07:42,2023,9,Saturday,7
1163,2024-08-14,202,301,101,9,248,2235,425,FALSE,17:10,2024,8,Wednesday,17
1164,2023-09-04,205,303,105,3,403,1208,254,FALSE,09:27,2023,9,Monday,9
1165,2022-11-20,204,301,103,2,374,747,187,FALSE,22:10,2022,11,Sunday,22
1166,2023-05-20,202,302,104,1,394,394,118,FALSE,23:17,2023,5,Saturday,23
1167,2023-11-12,204,304,102,10,181,1815,272,FALSE,15:57,2023,11,Sunday,15
1168,2023-12-07,205,304,101,9,262,2356,400,FALSE,13:08,2023,12,Thursday,13
1169,2024-05-23,203,303,105,1,380,380,72,FALSE,01:40,2024,5,Thursday,1
1170,2023-07-29,203,303,102,1,240,240,50,FALSE,17:40,2023,7,Saturday,17
1171,2024-07-17,203,305,102,5,376,1878,469,FALSE,04:23,2024,7,Wednesday,4
1172,2024-08-29,205,302,104,10,81,807,242,FALSE,09:12,2024,8,Thursday,9
1173,2024-03-21,203,305,101,6,95,568,85,FALSE,05:51,2024,3,Thursday,5
1174,2024-09-05,205,305,102,4,387,1547,263,FALSE,02:13,2024,9,Thursday,2
1175,2023-04-30,203,305,103,5,163,817,155,TRUE,18:08,2023,4,Sunday,18
1176,2024-02-17,205,305,105,10,35,352,74,FALSE,07:18,2024,2,Saturday,7
1177,2023-02-04,203,303,101,10,131,1314,329,FALSE,04:58,2023,2,Saturday,4
1178,2024-06-18,204,305,103,4,410,1639,492,FALSE,12:39,2024,6,Tuesday,12
1179,2024-08-12,205,303,105,8,432,3460,519,FALSE,22:17,2024,8,Monday,22
1180,2023-03-19,205,304,102,9,39,347,59,TRUE,08:57,2023,3,Sunday,8
1181,2023-11-17,201,305,103,3,86,258,49,FALSE,15:50,2023,11,Friday,15
1182,2024-05-07,203,302,104,8,42,340,71,TRUE,07:06,2024,5,Tuesday,7
1183,2022-11-22,201,303,101,7,324,2266,567,FALSE,07:27,2022,11,Tuesday,7
1184,2023-12-02,201,304,105,9,355,3197,959,FALSE,18:54,2023,12,Saturday,18
1185,2023-11-04,202,305,105,4,80,321,48,FALSE,04:49,2023,11,Saturday,4
1186,2023-05-13,201,305,101,5,356,1781,303,TRUE,22:41,2023,5,Saturday,22
1187,2024-06-23,202,303,105,4,144,574,109,FALSE,00:00,2024,6,Sunday,0
1188,2024-06-25,201,301,104,5,325,1626,341,FALSE,08:35,2024,6,Tuesday,8
1189,2022-11-07,204,304,105,1,264,264,66,FALSE,23:09,2022,11,Monday,23
1190,2024-10-11,201,303,104,9,134,1202,361,TRUE,08:06,2024,10,Friday,8
1191,2024-02-08,203,303,102,5,326,1630,244,TRUE,06:21,2024,2,Thursday,6
1192,2023-02-19,205,303,101,7,199,1393,237,FALSE,07:23,2023,2,Sunday,7
1193,2024-02-03,204,305,102,4,193,770,146,FALSE,21:35,2024,2,Saturday,21
1194,2022-12-08,201,302,104,6,124,742,156,FALSE,08:49,2022,12,Thursday,8
1195,2024-09-15,203,304,105,7,241,1685,421,FALSE,00:32,2024,9,Sunday,0
1196,2023-07-21,201,303,104,4,362,1449,435,TRUE,07:22,2023,7,Friday,7
1197,2023-12-18,201,303,102,5,40,200,30,TRUE,23:09,2023,12,Monday,23
1198,2023-12-16,203,305,101,6,316,1894,322,TRUE,05:34,2023,12,Saturday,5
1199,2023-10-23,203,303,104,8,184,1468,279,FALSE,21:12,2023,10,Monday,21
1200,2022-10-26,202,302,103,10,264,2641,555,FALSE,04:19,2022,10,Wednesday,4
1201,2024-03-08,203,303,101,9,294,2646,662,FALSE,18:49,2024,3,Friday,18
1202,2024-01-14,201,304,101,3,155,465,139,TRUE,01:29,2024,1,Sunday,1
1203,2024-08-05,201,303,103,7,187,1311,197,FALSE,20:20,2024,8,Monday,20
1204,2023-02-12,204,304,103,9,278,2503,426,FALSE,07:22,2023,2,Sunday,7
1205,2023-04-30,205,305,104,6,118,707,134,FALSE,04:02,2023,4,Sunday,4
1206,2024-04-27,201,305,101,5,180,900,189,FALSE,05:15,2024,4,Saturday,5
1207,2023-08-26,205,301,103,9,82,742,185,FALSE,02:05,2023,8,Saturday,2
1208,2023-05-03,204,301,103,10,212,2120,636,FALSE,01:48,2023,5,Wednesday,1
1209,2024-06-04,205,304,101,5,144,722,108,FALSE,02:35,2024,6,Tuesday,2
1210,2023-11-17,202,302,105,4,81,325,55,FALSE,02:28,2023,11,Friday,2
1211,2023-03-12,204,301,102,2,425,849,161,FALSE,04:20,2023,3,Sunday,4
1212,2024-08-10,204,302,105,7,183,1281,269,FALSE,06:10,2024,8,Saturday,6
1213,2024-07-13,203,302,104,4,204,817,204,FALSE,02:25,2024,7,Saturday,2
1214,2022-12-23,204,302,104,5,232,1159,348,FALSE,01:58,2022,12,Friday,1
1215,2024-02-18,202,304,105,2,332,664,100,FALSE,08:59,2024,2,Sunday,8
1216,2024-06-04,204,304,101,9,371,3335,567,FALSE,06:46,2024,6,Tuesday,6
1217,2022-12-30,202,303,101,10,219,2191,416,FALSE,03:43,2022,12,Friday,3
1218,2023-09-08,204,301,102,4,134,536,113,TRUE,20:54,2023,9,Friday,20
1219,2023-02-15,205,304,103,8,205,1641,410,FALSE,14:53,2023,2,Wednesday,14
1220,2024-08-26,205,301,104,10,411,4110,1233,FALSE,06:26,2024,8,Monday,6
1221,2022-12-27,204,301,104,2,137,275,41,FALSE,13:43,2022,12,Tuesday,13
1222,2024-09-16,201,303,104,7,250,1753,298,TRUE,00:00,2024,9,Monday,0
1223,2024-01-14,204,301,101,2,395,790,150,FALSE,17:28,2024,1,Sunday,17
1224,2024-09-11,203,302,101,6,165,991,208,TRUE,23:31,2024,9,Wednesday,23
1225,2023-01-17,205,302,103,9,75,678,170,TRUE,16:59,2023,1,Tuesday,16
1226,2024-06-28,205,303,103,4,332,1328,398,FALSE,01:07,2024,6,Friday,1
1227,2023-09-24,203,305,101,9,376,3380,507,FALSE,11:12,2023,9,Sunday,11
1228,2024-02-29,204,301,105,6,390,2337,397,FALSE,01:31,2024,2,Thursday,1
1229,2023-08-25,201,305,105,2,229,457,87,FALSE,05:22,2023,8,Friday,5
1230,2023-04-14,203,302,103,5,263,1314,276,FALSE,13:04,2023,4,Friday,13
1231,2023-01-23,201,304,101,1,62,62,16,FALSE,02:59,2023,1,Monday,2
1232,2024-01-16,203,302,102,10,227,2272,682,TRUE,07:20,2024,1,Tuesday,7
1233,2024-03-30,202,303,102,5,54,268,40,FALSE,21:00,2024,3,Saturday,21
1234,2023-04-13,202,303,102,7,275,1925,327,FALSE,13:47,2023,4,Thursday,13
1235,2023-02-26,205,304,102,2,329,659,125,FALSE,21:03,2023,2,Sunday,21
1236,2023-09-26,204,303,104,5,311,1555,327,FALSE,15:01,2023,9,Tuesday,15
1237,2023-11-29,202,304,104,10,320,3200,800,FALSE,11:13,2023,11,Wednesday,11
1238,2024-05-10,202,304,103,3,77,231,69,FALSE,12:43,2024,5,Friday,12
1239,2023-12-05,202,303,103,9,234,2106,316,FALSE,06:48,2023,12,Tuesday,6
1240,2023-04-28,202,304,104,4,127,506,86,FALSE,18:30,2023,4,Friday,18
1241,2023-08-09,202,301,104,8,211,1690,321,FALSE,15:23,2023,8,Wednesday,15
1242,2022-12-29,203,301,103,9,398,3581,752,TRUE,02:32,2022,12,Thursday,2
1243,2024-04-05,203,304,105,8,416,3324,831,TRUE,20:47,2024,4,Friday,20
1244,2024-08-02,201,304,104,8,116,930,279,TRUE,18:08,2024,8,Friday,18
1245,2024-08-31,202,303,102,10,161,1613,242,FALSE,23:45,2024,8,Saturday,23
1246,2024-09-07,201,304,102,9,216,1940,330,TRUE,09:13,2024,9,Saturday,9
1247,2024-02-26,203,301,103,9,333,2998,570,FALSE,04:58,2024,2,Monday,4
1248,2024-07-03,204,301,104,8,137,1098,231,FALSE,16:03,2024,7,Wednesday,16
1249,2023-08-19,204,303,105,5,359,1794,448,FALSE,18:24,2023,8,Saturday,18
1250,2023-10-02,205,305,104,7,326,2283,685,FALSE,18:36,2023,10,Monday,18
1251,2022-12-18,202,302,102,1,52,52,8,FALSE,02:50,2022,12,Sunday,2
1252,2022-11-06,202,301,105,1,329,329,56,FALSE,10:02,2022,11,Sunday,10
1253,2022-12-29,201,304,105,6,419,2516,478,TRUE,10:43,2022,12,Thursday,10
1254,2023-01-06,205,302,104,1,48,48,10,FALSE,22:06,2023,1,Friday,22
1255,2024-03-26,205,304,101,2,158,316,79,FALSE,07:18,2024,3,Tuesday,7
1256,2022-11-19,205,303,101,4,175,702,210,FALSE,15:03,2022,11,Saturday,15
1257,2023-10-09,204,301,101,8,74,590,88,FALSE,23:29,2023,10,Monday,23
1258,2023-02-01,201,303,101,1,299,299,51,FALSE,12:53,2023,2,Wednesday,12
1259,2023-02-10,205,303,103,3,89,268,51,FALSE,10:58,2023,2,Friday,10
1260,2024-07-25,201,303,101,2,410,820,172,FALSE,06:58,2024,7,Thursday,6
1261,2024-04-03,205,301,105,6,317,1904,476,FALSE,02:36,2024,4,Wednesday,2
1262,2022-12-06,201,302,103,7,68,478,144,FALSE,17:39,2022,12,Tuesday,17
1263,2023-07-13,204,301,101,8,308,2468,370,TRUE,12:46,2023,7,Thursday,12
1264,2023-10-28,202,302,104,6,131,786,134,TRUE,23:36,2023,10,Saturday,23
1265,2024-05-10,201,303,103,6,381,2289,435,FALSE,03:09,2024,5,Friday,3
1266,2023-11-05,203,301,105,3,99,297,62,FALSE,10:21,2023,11,Sunday,10
1267,2024-06-26,204,301,101,5,197,985,246,FALSE,07:47,2024,6,Wednesday,7
1268,2023-05-09,204,305,105,5,48,239,72,TRUE,02:45,2023,5,Tuesday,2
1269,2022-11-30,202,305,104,5,276,1381,207,FALSE,09:12,2022,11,Wednesday,9
1270,2023-09-10,204,304,103,9,236,2125,361,TRUE,10:05,2023,9,Sunday,10
1271,2023-10-04,202,302,102,6,428,2570,488,FALSE,21:25,2023,10,Wednesday,21
1272,2023-09-15,202,305,101,8,123,981,206,FALSE,11:28,2023,9,Friday,11
1273,2024-03-31,201,302,103,1,66,66,17,FALSE,03:41,2024,3,Sunday,3
1274,2023-08-02,203,301,103,4,259,1036,311,FALSE,06:18,2023,8,Wednesday,6
1275,2023-04-18,205,304,101,7,373,2609,391,FALSE,06:51,2023,4,Tuesday,6
1276,2024-05-03,202,303,103,10,403,4028,685,TRUE,01:35,2024,5,Friday,1
1277,2022-12-18,205,304,102,8,263,2104,400,FALSE,19:22,2022,12,Sunday,19
1278,2023-02-13,201,304,101,5,423,2117,445,FALSE,12:12,2023,2,Monday,12
1279,2022-11-12,205,304,105,3,66,199,50,FALSE,11:12,2022,11,Saturday,11
1280,2024-09-22,204,302,105,5,84,422,127,FALSE,07:19,2024,9,Sunday,7
1281,2023-06-07,203,303,102,6,332,1990,299,FALSE,19:48,2023,6,Wednesday,19
1282,2023-07-18,204,302,104,1,76,76,13,FALSE,02:28,2023,7,Tuesday,2
1283,2023-09-08,201,302,105,8,318,2543,483,FALSE,08:08,2023,9,Friday,8
1284,2024-08-03,204,302,101,4,114,456,96,FALSE,09:52,2024,8,Saturday,9
1285,2024-02-18,204,302,105,6,59,356,89,FALSE,01:32,2024,2,Sunday,1
1286,2022-12-13,201,305,105,3,180,539,162,FALSE,18:04,2022,12,Tuesday,18
1287,2024-02-28,205,304,104,10,254,2540,381,FALSE,11:03,2024,2,Wednesday,11
1288,2023-11-10,202,305,105,8,319,2556,435,FALSE,12:22,2023,11,Friday,12
1289,2023-05-31,205,303,101,1,403,403,77,FALSE,01:59,2023,5,Wednesday,1
1290,2024-04-04,203,303,103,4,281,1125,236,FALSE,14:46,2024,4,Thursday,14
1291,2023-09-07,201,301,103,3,394,1181,295,FALSE,07:32,2023,9,Thursday,7
1292,2024-02-15,201,301,102,10,326,3260,978,FALSE,18:12,2024,2,Thursday,18
1293,2023-11-03,201,302,105,6,138,830,124,FALSE,17:12,2023,11,Friday,17
1294,2024-06-12,203,303,103,8,426,3408,579,FALSE,06:42,2024,6,Wednesday,6
1295,2024-01-08,205,305,102,8,292,2336,444,TRUE,19:31,2024,1,Monday,19
1296,2023-10-26,202,302,101,6,94,566,119,FALSE,22:36,2023,10,Thursday,22
1297,2023-05-24,204,303,102,5,283,1415,354,FALSE,16:00,2023,5,Wednesday,16
1298,2022-11-30,203,303,101,6,88,527,158,FALSE,03:30,2022,11,Wednesday,3
1299,2022-11-30,203,301,103,7,427,2990,448,TRUE,00:20,2022,11,Wednesday,0
1300,2023-11-11,205,303,105,10,409,4088,695,FALSE,03:16,2023,11,Saturday,3
1301,2023-12-09,202,301,105,5,374,1871,355,FALSE,19:46,2023,12,Saturday,19
1302,2023-07-17,204,303,101,4,382,1528,321,FALSE,05:52,2023,7,Monday,5
1303,2022-11-20,205,301,104,6,222,1332,333,FALSE,16:46,2022,11,Sunday,16
